Page,Date,Views,Page_Name,Project,Access,Agent,Year,Month,DayOfWeek,DayOfWeekName,Quarter,WeekOfYear,Day,DayOfYear,IsWeekend,DayOfWeek_sin,DayOfWeek_cos,Month_sin,Month_cos,DayOfYear_sin,DayOfYear_cos,Views_lag_1,Views_lag_7,Views_lag_14,Views_lag_30,Views_rolling_mean_7,Views_rolling_std_7,Views_rolling_min_7,Views_rolling_max_7,Views_rolling_mean_14,Views_rolling_std_14,Views_rolling_min_14,Views_rolling_max_14,Views_rolling_mean_30,Views_rolling_std_30,Views_rolling_min_30,Views_rolling_max_30,Views_diff_1,Views_diff_7,Views_pct_change_1,Views_pct_change_7
2PM_zh.wikipedia.org_all-access_spider,2015-07-02,-0.5470647466483558,2PM,zh.wikipedia.org,all-access,spider,2015,7,3,Thursday,3,27,2,183,0,0.6132949345356816,-1.2690463363870346,-0.43063040128883584,-1.3033293724080324,0.3009553011802949,-1.4122426511487165,-0.7267203662128565,-0.36015115685769694,-0.355301422096123,-0.3453313449283412,-0.2524496229506309,-0.2699390219109723,-0.03781917994415629,-0.2963788898700093,-0.3750594812694162,-0.2265414671546574,-0.017502963160801292,-0.10351234986307864,-0.2704766402120121,0.034531487079614,-0.08267478455158012,-0.10010072915871522,0.1530898811744946,-0.007873058846664739,-0.027810078755147488,-0.2316846879206946
3C_zh.wikipedia.org_all-access_spider,2015-07-02,-1.3775248089359713,3C,zh.wikipedia.org,all-access,spider,2015,7,3,Thursday,3,27,2,183,0,0.6132949345356816,-1.2690463363870346,-0.43063040128883584,-1.3033293724080324,0.3009553011802949,-1.4122426511487165,-1.0525497939568498,-0.36407128294507446,-0.034873783692012564,-0.02964228509285323,-0.15317585425679375,-0.2026298509911473,-0.3315520247448481,-0.26679585186989385,-0.14402137256065314,-0.14192894925900043,0.17089392733421707,-0.1559771887856053,-0.20616162672889374,-0.19894116050750416,-0.72714435917051,-0.34397544008809383,-0.28491017313085387,-0.017602487718397376,-0.9105690587924689,-0.2778625284215823
4minute_zh.wikipedia.org_all-access_spider,2015-07-02,-0.2531872226054052,4minute,zh.wikipedia.org,all-access,spider,2015,7,3,Thursday,3,27,2,183,0,0.6132949345356816,-1.2690463363870346,-0.43063040128883584,-1.3033293724080324,0.3009553011802949,-1.4122426511487165,1.8551314795133296,-0.25005542336634834,-0.33750154164505364,-0.32602679728921297,-0.18882211827510462,-0.2577393375177724,-0.14412486033180344,-0.24018454904945002,-0.09997915138976343,-0.16847781344633336,-0.05677011890101877,-0.050876615349804,0.03007080390605048,-0.06822608191105951,-0.047171305775888774,-0.2375584022252617,-1.655613759059729,0.0038990722149998213,-0.6861608627540737,-0.24612374530209408
52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,2015-07-02,-0.20941979270799216,52_Hz_I_Love_You,zh.wikipedia.org,all-access,spider,2015,7,3,Thursday,3,27,2,183,0,0.6132949345356816,-1.2690463363870346,-0.43063040128883584,-1.3033293724080324,0.3009553011802949,-1.4122426511487165,-0.20795324055158607,-0.19289547943302982,-0.1775705229968723,-0.1627117212997281,-0.32925599746199846,-0.5586474545597381,0.6440356174112881,-0.5005120218335984,-0.3826390123308513,-0.6242771089383777,0.7548772245943313,-0.5751208442514913,-0.4096811222048655,-0.22246538787040723,0.8323895629972867,-0.47432923244634617,-0.001357124782749926,-0.018559384398381947,-0.17626179694811503,-0.17748567894807
5566_zh.wikipedia.org_all-access_spider,2015-07-02,-0.9334624830149596,5566,zh.wikipedia.org,all-access,spider,2015,7,3,Thursday,3,27,2,183,0,0.6132949345356816,-1.2690463363870346,-0.43063040128883584,-1.3033293724080324,0.3009553011802949,-1.4122426511487165,-0.3578432896059124,-0.23259387276546098,-0.2244320905467193,-0.19905821748126065,-0.24905312574151608,-0.1929845990816991,-0.22780821815988408,-0.29258080955245996,-0.21159342122721,-0.16373173475559058,-0.13687987218520123,-0.263790072025333,-0.15224652292727378,-0.10474889320342247,-0.06974858324629145,-0.3423300392652055,-0.5166558480362138,-0.019997784686377224,-0.6678150768523604,-0.2189304553223066
91Days_zh.wikipedia.org_all-access_spider,2015-07-02,-0.2284754393122702,91Days,zh.wikipedia.org,all-access,spider,2015,7,3,Thursday,3,27,2,183,0,0.6132949345356816,-1.2690463363870346,-0.43063040128883584,-1.3033293724080324,0.3009553011802949,-1.4122426511487165,-0.23012454470992683,-0.23573108109059826,-0.242248007412548,-0.2543478871961448,-0.4033183373833295,-0.6374820941324256,0.6145504847589998,-0.5966347401823439,-0.4637208571290664,-0.6626858083498081,0.663374285515164,-0.6390370769943543,-0.5221996120881891,-0.6861575573172869,0.6852149182641977,-0.6758212545363991,0.0013051417615275107,0.0048958901975139895,-0.1761096548779574,-0.17937893011490003
A'N'D_zh.wikipedia.org_all-access_spider,2015-07-02,-0.5263823918547352,A'N'D,zh.wikipedia.org,all-access,spider,2015,7,3,Thursday,3,27,2,183,0,0.6132949345356816,-1.2690463363870346,-0.43063040128883584,-1.3033293724080324,0.3009553011802949,-1.4122426511487165,1.7233929406957036,-0.30904825919432116,-0.3168252996376166,-0.31453640609439987,-0.16398460890911365,-0.2591793054493826,-0.2809254805780186,-0.215572305331115,-0.12430562708310283,0.04142044352953164,-0.2515348925740506,0.20850949788560894,-0.12359843800622834,0.20342500950970308,-0.2886017747282494,0.09475959051273417,-1.9486923901715096,-0.011479317459289972,-0.29024944473988507,-0.2509351540477864
AKB48_zh.wikipedia.org_all-access_spider,2015-07-02,-0.6544640068192386,AKB48,zh.wikipedia.org,all-access,spider,2015,7,3,Thursday,3,27,2,183,0,0.6132949345356816,-1.2690463363870346,-0.43063040128883584,-1.3033293724080324,0.3009553011802949,-1.4122426511487165,-1.7633673859670878,-0.16185657923688263,-0.1496020534423138,-0.18852665342537026,0.06751899697463762,-0.17990116797432304,0.021581582056878663,-0.101593407638652,0.08990957532272695,-0.04238338095813393,0.08590339838625377,0.26921705739764706,0.0868801031398365,0.04315626805956181,0.12454934517742408,-0.09035658059814293,0.929217382447538,0.03012693253708936,4.534586549010894,-0.2364021778162858
2NE1_zh.wikipedia.org_all-access_spider,2015-07-03,-1.0199217235073708,2NE1,zh.wikipedia.org,all-access,spider,2015,7,4,Friday,3,27,3,184,0,-0.6132949345356814,-1.2690463363870346,-0.43063040128883584,-1.3033293724080324,0.2753866267917129,-1.411824553191146,-0.6027257771656204,-0.3211039621863666,-0.3080416356792332,-0.29698731220093544,-0.10247585554650965,-0.34157325642571146,0.13456748569520366,-0.21856156603953308,0.0111674696579943,-0.13257542426315982,-0.03949233583977112,0.03824052247066692,0.09821480178470937,-0.1599785252458562,-0.2854522056749859,-0.23585793374278974,-0.32370294005007116,0.04737333080400219,-0.7385521140998087,-0.2449097989014597
2PM_zh.wikipedia.org_all-access_spider,2015-07-03,-0.48704846814342984,2PM,zh.wikipedia.org,all-access,spider,2015,7,4,Friday,3,27,3,184,0,-0.6132949345356814,-1.2690463363870346,-0.43063040128883584,-1.3033293724080324,0.2753866267917129,-1.411824553191146,-0.5466878450052394,-0.36015115685769694,-0.355301422096123,-0.3453313449283412,-0.2524496229506309,-0.2699390219109723,-0.03781917994415629,-0.2963788898700093,-0.3750594812694162,-0.2265414671546574,-0.017502963160801292,-0.10351234986307864,-0.2704766402120121,0.034531487079614,-0.08267478455158012,-0.10010072915871522,0.05047021676745983,-0.007873058846664739,-0.19048005242430113,-0.2316846879206946
3C_zh.wikipedia.org_all-access_spider,2015-07-03,-1.0424347404199235,3C,zh.wikipedia.org,all-access,spider,2015,7,4,Friday,3,27,3,184,0,-0.6132949345356814,-1.2690463363870346,-0.43063040128883584,-1.3033293724080324,0.2753866267917129,-1.411824553191146,-1.3934817060159,-0.36407128294507446,-0.034873783692012564,-0.02964228509285323,-0.15317585425679375,-0.2026298509911473,-0.3315520247448481,-0.26679585186989385,-0.14402137256065314,-0.14192894925900043,0.17089392733421707,-0.1559771887856053,-0.20616162672889374,-0.19894116050750416,-0.72714435917051,-0.34397544008809383,0.2688021774768127,-0.017602487718397376,-0.26520682705126336,-0.2778625284215823
4minute_zh.wikipedia.org_all-access_spider,2015-07-03,-0.5407019626597194,4minute,zh.wikipedia.org,all-access,spider,2015,7,4,Friday,3,27,3,184,0,-0.6132949345356814,-1.2690463363870346,-0.43063040128883584,-1.3033293724080324,0.2753866267917129,-1.411824553191146,-0.2535665855041704,-0.25005542336634834,-0.33750154164505364,-0.32602679728921297,-0.18882211827510462,-0.2577393375177724,-0.14412486033180344,-0.24018454904945002,-0.09997915138976343,-0.16847781344633336,-0.05677011890101877,-0.050876615349804,0.03007080390605048,-0.06822608191105951,-0.047171305775888774,-0.2375584022252617,-0.22292381353354748,0.0038990722149998213,-0.40770644721024707,-0.24612374530209408
52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,2015-07-03,-0.20941979270799216,52_Hz_I_Love_You,zh.wikipedia.org,all-access,spider,2015,7,4,Friday,3,27,3,184,0,-0.6132949345356814,-1.2690463363870346,-0.43063040128883584,-1.3033293724080324,0.2753866267917129,-1.411824553191146,-0.20795324055158607,-0.19289547943302982,-0.1775705229968723,-0.1627117212997281,-0.32925599746199846,-0.5586474545597381,0.6440356174112881,-0.5005120218335984,-0.3826390123308513,-0.6242771089383777,0.7548772245943313,-0.5751208442514913,-0.4096811222048655,-0.22246538787040723,0.8323895629972867,-0.47432923244634617,-0.001357124782749926,-0.018559384398381947,-0.17626179694811503,-0.17748567894807
5566_zh.wikipedia.org_all-access_spider,2015-07-03,-1.277340645748342,5566,zh.wikipedia.org,all-access,spider,2015,7,4,Friday,3,27,3,184,0,-0.6132949345356814,-1.2690463363870346,-0.43063040128883584,-1.3033293724080324,0.2753866267917129,-1.411824553191146,-0.9394615681698533,-0.23259387276546098,-0.2244320905467193,-0.19905821748126065,-0.24905312574151608,-0.1929845990816991,-0.22780821815988408,-0.29258080955245996,-0.21159342122721,-0.16373173475559058,-0.13687987218520123,-0.263790072025333,-0.15224652292727378,-0.10474889320342247,-0.06974858324629145,-0.3423300392652055,-0.31281028388993143,-0.019997784686377224,-0.679822855169015,-0.2189304553223066
91Days_zh.wikipedia.org_all-access_spider,2015-07-03,-0.2284754393122702,91Days,zh.wikipedia.org,all-access,spider,2015,7,4,Friday,3,27,3,184,0,-0.6132949345356814,-1.2690463363870346,-0.43063040128883584,-1.3033293724080324,0.2753866267917129,-1.411824553191146,-0.23012454470992683,-0.23573108109059826,-0.242248007412548,-0.2543478871961448,-0.4033183373833295,-0.6374820941324256,0.6145504847589998,-0.5966347401823439,-0.4637208571290664,-0.6626858083498081,0.663374285515164,-0.6390370769943543,-0.5221996120881891,-0.6861575573172869,0.6852149182641977,-0.6758212545363991,0.0013051417615275107,0.0048958901975139895,-0.1761096548779574,-0.17937893011490003
A'N'D_zh.wikipedia.org_all-access_spider,2015-07-03,-0.4285628732413563,A'N'D,zh.wikipedia.org,all-access,spider,2015,7,4,Friday,3,27,3,184,0,-0.6132949345356814,-1.2690463363870346,-0.43063040128883584,-1.3033293724080324,0.2753866267917129,-1.411824553191146,-0.5274051374104691,-0.30904825919432116,-0.3168252996376166,-0.31453640609439987,-0.16398460890911365,-0.2591793054493826,-0.2809254805780186,-0.215572305331115,-0.12430562708310283,0.04142044352953164,-0.2515348925740506,0.20850949788560894,-0.12359843800622834,0.20342500950970308,-0.2886017747282494,0.09475959051273417,0.08883302075675899,-0.011479317459289972,-0.12765910800444027,-0.2509351540477864
AKB48_zh.wikipedia.org_all-access_spider,2015-07-03,-1.2006782765469795,AKB48,zh.wikipedia.org,all-access,spider,2015,7,4,Friday,3,27,3,184,0,-0.6132949345356814,-1.2690463363870346,-0.43063040128883584,-1.3033293724080324,0.2753866267917129,-1.411824553191146,-0.6560196459687263,-0.16185657923688263,-0.1496020534423138,-0.18852665342537026,0.06751899697463762,-0.17990116797432304,0.021581582056878663,-0.101593407638652,0.08990957532272695,-0.04238338095813393,0.08590339838625377,0.26921705739764706,0.0868801031398365,0.04315626805956181,0.12454934517742408,-0.09035658059814293,-0.47768291622150155,0.03012693253708936,-0.7418580763635435,-0.2364021778162858
2NE1_zh.wikipedia.org_all-access_spider,2015-07-04,-0.46438129475861717,2NE1,zh.wikipedia.org,all-access,spider,2015,7,5,Saturday,3,27,4,185,1,-1.3780612089649158,-0.30907560152711533,-0.43063040128883584,-1.3033293724080324,0.249829317789545,-1.4109884811674533,-1.0193564987086758,-0.3211039621863666,-0.3080416356792332,-0.29698731220093544,-0.10247585554650965,-0.34157325642571146,0.13456748569520366,-0.21856156603953308,0.0111674696579943,-0.13257542426315982,-0.03949233583977112,0.03824052247066692,0.09821480178470937,-0.1599785252458562,-0.2854522056749859,-0.23585793374278974,0.43114643559667254,0.04737333080400219,1.0962343360738451,-0.2449097989014597
2PM_zh.wikipedia.org_all-access_spider,2015-07-04,-0.30699963262865204,2PM,zh.wikipedia.org,all-access,spider,2015,7,5,Saturday,3,27,4,185,1,-1.3780612089649158,-0.30907560152711533,-0.43063040128883584,-1.3033293724080324,0.249829317789545,-1.4109884811674533,-0.4866770046027003,-0.36015115685769694,-0.355301422096123,-0.3453313449283412,-0.2524496229506309,-0.2699390219109723,-0.03781917994415629,-0.2963788898700093,-0.3750594812694162,-0.2265414671546574,-0.017502963160801292,-0.10351234986307864,-0.2704766402120121,0.034531487079614,-0.08267478455158012,-0.10010072915871522,0.1530898811744946,-0.007873058846664739,-0.08658116601626108,-0.2316846879206946
3C_zh.wikipedia.org_all-access_spider,2015-07-04,-1.0424347404199235,3C,zh.wikipedia.org,all-access,spider,2015,7,5,Saturday,3,27,4,185,1,-1.3780612089649158,-0.30907560152711533,-0.43063040128883584,-1.3033293724080324,0.249829317789545,-1.4109884811674533,-1.0525497939568498,-0.36407128294507446,-0.034873783692012564,-0.02964228509285323,-0.15317585425679375,-0.2026298509911473,-0.3315520247448481,-0.26679585186989385,-0.14402137256065314,-0.14192894925900043,0.17089392733421707,-0.1559771887856053,-0.20616162672889374,-0.19894116050750416,-0.72714435917051,-0.34397544008809383,-0.008053997827020605,-0.017602487718397376,-0.26520682705126336,-0.2778625284215823
4minute_zh.wikipedia.org_all-access_spider,2015-07-04,2.3344454378834225,4minute,zh.wikipedia.org,all-access,spider,2015,7,5,Saturday,3,27,4,185,1,-1.3780612089649158,-0.30907560152711533,-0.43063040128883584,-1.3033293724080324,0.249829317789545,-1.4109884811674533,-0.5411163216429203,-0.25005542336634834,-0.33750154164505364,-0.32602679728921297,-0.18882211827510462,-0.2577393375177724,-0.14412486033180344,-0.24018454904945002,-0.09997915138976343,-0.16847781344633336,-0.05677011890101877,-0.050876615349804,0.03007080390605048,-0.06822608191105951,-0.047171305775888774,-0.2375584022252617,2.265432407643505,0.0038990722149998213,1.853774165217517,-0.24612374530209408
52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,2015-07-04,-0.20941979270799216,52_Hz_I_Love_You,zh.wikipedia.org,all-access,spider,2015,7,5,Saturday,3,27,4,185,1,-1.3780612089649158,-0.30907560152711533,-0.43063040128883584,-1.3033293724080324,0.249829317789545,-1.4109884811674533,-0.20795324055158607,-0.19289547943302982,-0.1775705229968723,-0.1627117212997281,-0.32925599746199846,-0.5586474545597381,0.6440356174112881,-0.5005120218335984,-0.3826390123308513,-0.6242771089383777,0.7548772245943313,-0.5751208442514913,-0.4096811222048655,-0.22246538787040723,0.8323895629972867,-0.47432923244634617,-0.001357124782749926,-0.018559384398381947,-0.17626179694811503,-0.17748567894807
5566_zh.wikipedia.org_all-access_spider,2015-07-04,-1.1627145915038812,5566,zh.wikipedia.org,all-access,spider,2015,7,5,Saturday,3,27,4,185,1,-1.3780612089649158,-0.30907560152711533,-0.43063040128883584,-1.3033293724080324,0.249829317789545,-1.4109884811674533,-1.2884325353082178,-0.23259387276546098,-0.2244320905467193,-0.19905821748126065,-0.24905312574151608,-0.1929845990816991,-0.22780821815988408,-0.29258080955245996,-0.21159342122721,-0.16373173475559058,-0.13687987218520123,-0.263790072025333,-0.15224652292727378,-0.10474889320342247,-0.06974858324629145,-0.3423300392652055,0.09488084440263322,-0.019997784686377224,0.004620508880288156,-0.2189304553223066
91Days_zh.wikipedia.org_all-access_spider,2015-07-04,-0.2284754393122702,91Days,zh.wikipedia.org,all-access,spider,2015,7,5,Saturday,3,27,4,185,1,-1.3780612089649158,-0.30907560152711533,-0.43063040128883584,-1.3033293724080324,0.249829317789545,-1.4109884811674533,-0.23012454470992683,-0.23573108109059826,-0.242248007412548,-0.2543478871961448,-0.4033183373833295,-0.6374820941324256,0.6145504847589998,-0.5966347401823439,-0.4637208571290664,-0.6626858083498081,0.663374285515164,-0.6390370769943543,-0.5221996120881891,-0.6861575573172869,0.6852149182641977,-0.6758212545363991,0.0013051417615275107,0.0048958901975139895,-0.1761096548779574,-0.17937893011490003
A'N'D_zh.wikipedia.org_all-access_spider,2015-07-04,-0.5752921511614247,A'N'D,zh.wikipedia.org,all-access,spider,2015,7,5,Saturday,3,27,4,185,1,-1.3780612089649158,-0.30907560152711533,-0.43063040128883584,-1.3033293724080324,0.249829317789545,-1.4109884811674533,-0.4295443514058529,-0.30904825919432116,-0.3168252996376166,-0.31453640609439987,-0.16398460890911365,-0.2591793054493826,-0.2809254805780186,-0.215572305331115,-0.12430562708310283,0.04142044352953164,-0.2515348925740506,0.20850949788560894,-0.12359843800622834,0.20342500950970308,-0.2886017747282494,0.09475959051273417,-0.12340920954826899,-0.011479317459289972,-0.18928902056030578,-0.2509351540477864
AKB48_zh.wikipedia.org_all-access_spider,2015-07-04,-1.3220592253753662,AKB48,zh.wikipedia.org,all-access,spider,2015,7,5,Saturday,3,27,4,185,1,-1.3780612089649158,-0.30907560152711533,-0.43063040128883584,-1.3033293724080324,0.249829317789545,-1.4109884811674533,-1.209693515967907,-0.16185657923688263,-0.1496020534423138,-0.18852665342537026,0.06751899697463762,-0.17990116797432304,0.021581582056878663,-0.101593407638652,0.08990957532272695,-0.04238338095813393,0.08590339838625377,0.26921705739764706,0.0868801031398365,0.04315626805956181,0.12454934517742408,-0.09035658059814293,-0.11293098693693572,0.03012693253708936,-0.41341458894527794,-0.2364021778162858
2NE1_zh.wikipedia.org_all-access_spider,2015-07-05,-0.394938741165023,2NE1,zh.wikipedia.org,all-access,spider,2015,7,6,Sunday,3,27,5,186,1,-1.1051192857178027,0.8879883250088728,-0.43063040128883584,-1.3033293724080324,0.22429094735602179,-1.4097346828238229,-0.46384886998460184,-0.3211039621863666,-0.3080416356792332,-0.29698731220093544,-0.10247585554650965,-0.34157325642571146,0.13456748569520366,-0.21856156603953308,0.0111674696579943,-0.13257542426315982,-0.03949233583977112,0.03824052247066692,0.09821480178470937,-0.1599785252458562,-0.2854522056749859,-0.23585793374278974,0.053721747773300715,0.04737333080400219,-0.20629659237407477,-0.2449097989014597
2PM_zh.wikipedia.org_all-access_spider,2015-07-05,-0.7271135821631336,2PM,zh.wikipedia.org,all-access,spider,2015,7,6,Sunday,3,27,5,186,1,-1.1051192857178027,0.8879883250088728,-0.43063040128883584,-1.3033293724080324,0.22429094735602179,-1.4097346828238229,-0.30664448339508316,-0.36015115685769694,-0.355301422096123,-0.3453313449283412,-0.2524496229506309,-0.2699390219109723,-0.03781917994415629,-0.2963788898700093,-0.3750594812694162,-0.2265414671546574,-0.017502963160801292,-0.10351234986307864,-0.2704766402120121,0.034531487079614,-0.08267478455158012,-0.10010072915871522,-0.36000844086067924,-0.007873058846664739,-0.5624637198111111,-0.2316846879206946
3C_zh.wikipedia.org_all-access_spider,2015-07-05,-1.3775248089359713,3C,zh.wikipedia.org,all-access,spider,2015,7,6,Sunday,3,27,5,186,1,-1.1051192857178027,0.8879883250088728,-0.43063040128883584,-1.3033293724080324,0.22429094735602179,-1.4097346828238229,-1.0525497939568498,-0.36407128294507446,-0.034873783692012564,-0.02964228509285323,-0.15317585425679375,-0.2026298509911473,-0.3315520247448481,-0.26679585186989385,-0.14402137256065314,-0.14192894925900043,0.17089392733421707,-0.1559771887856053,-0.20616162672889374,-0.19894116050750416,-0.72714435917051,-0.34397544008809383,-0.28491017313085387,-0.017602487718397376,-0.9105690587924689,-0.2778625284215823
